# Note that this is an experimental service, the format and location of
# this file may change at any time. 
# Contact us at questions@nmdb.eu in case of any problems or questions.
# Please read the "conditions & information to use data" before using this data:
# http://www.nmdb.eu/nest/statements.html
2025-07-06 15:29:00;APTY;154.344
2025-07-06 15:29:00;ATHN;51.3368
2025-07-06 15:29:00;BKSN;111.97
2025-07-06 15:29:00;CALG;264.003
2025-07-06 15:29:00;CALM;67.3667
2025-07-06 15:29:00;DRBS;99.553
2025-07-06 15:29:00;FSMT;195.02
2025-07-06 15:29:00;ICRB;6.60633
2025-07-06 15:29:00;ICRO;43.8322
2025-07-06 15:29:00;INVK;167.52
2025-07-06 15:29:00;JUNG1;350.25
2025-07-06 15:29:00;JUNG;147.012
2025-07-06 15:29:00;KERG;202.876
2025-07-06 15:29:00;KIEL2;155.702
2025-07-06 15:29:00;LMKS;408.07
2025-07-06 15:29:00;MWSB;23.34
2025-07-06 15:29:00;MWSN;219.65
2025-07-06 15:29:00;MXCO;214.9
2025-07-06 15:29:00;NAIN;189.24
2025-07-06 15:29:00;OULU;92.9085
2025-07-06 15:29:00;PWNK;197.33
2025-07-06 15:29:00;SOPB;123.86
2025-07-06 15:29:00;SOPO;257.69
2025-07-06 15:29:00;TERA;105.535
2025-07-06 15:29:00;THUL;107.69
2025-07-06 15:29:00;TXBY;91.2
2025-07-06 15:29:00;YKTK;191.733
2025-07-06 15:30:00;APTY;154.798
2025-07-06 15:30:00;ATHN;53.1697
2025-07-06 15:30:00;BKSN;113.107
2025-07-06 15:30:00;CALG;261.451
2025-07-06 15:30:00;CALM;69.0167
2025-07-06 15:30:00;DRBS;95.867
2025-07-06 15:30:00;FSMT;196.02
2025-07-06 15:30:00;ICRB;7.12233
2025-07-06 15:30:00;ICRO;42.9602
2025-07-06 15:30:00;INVK;173.84
2025-07-06 15:30:00;JUNG1;360.031
2025-07-06 15:30:00;JUNG;147.329
2025-07-06 15:30:00;KERG;200.251
2025-07-06 15:30:00;KIEL2;152.931
2025-07-06 15:30:00;LMKS;414.829
2025-07-06 15:30:00;MWSB;22.79
2025-07-06 15:30:00;MWSN;218.61
2025-07-06 15:30:00;MXCO;214.417
2025-07-06 15:30:00;NAIN;186.94
2025-07-06 15:30:00;OULU;95.8201
2025-07-06 15:30:00;PWNK;197.22
2025-07-06 15:30:00;SOPB;121.45
2025-07-06 15:30:00;SOPO;256.88
2025-07-06 15:30:00;TERA;108.28
2025-07-06 15:30:00;THUL;114.42
2025-07-06 15:30:00;TXBY;89.6
2025-07-06 15:30:00;YKTK;196.8
2025-07-06 15:31:00;APTY;154.3
2025-07-06 15:31:00;ATHN;48.939
2025-07-06 15:31:00;BKSN;109.529
2025-07-06 15:31:00;CALG;267.478
2025-07-06 15:31:00;CALM;67.65
2025-07-06 15:31:00;DRBS;102.363
2025-07-06 15:31:00;FSMT;189.1
2025-07-06 15:31:00;ICRB;6.69317
2025-07-06 15:31:00;ICRO;40.9267
2025-07-06 15:31:00;INVK;172.89
2025-07-06 15:31:00;JUNG1;359.475
2025-07-06 15:31:00;JUNG;149.759
2025-07-06 15:31:00;KERG;212.066
2025-07-06 15:31:00;KIEL2;160.045
2025-07-06 15:31:00;LMKS;414.036
2025-07-06 15:31:00;MWSB;23.45
2025-07-06 15:31:00;MWSN;220.47
2025-07-06 15:31:00;MXCO;216.083
2025-07-06 15:31:00;NAIN;186.24
2025-07-06 15:31:00;OULU;94.1569
2025-07-06 15:31:00;PWNK;193.9
2025-07-06 15:31:00;SOPB;121.72
2025-07-06 15:31:00;SOPO;260.31
2025-07-06 15:31:00;TERA;106.591
2025-07-06 15:31:00;THUL;105.57
2025-07-06 15:31:00;TXBY;93.0667
2025-07-06 15:31:00;YKTK;191.867
2025-07-06 15:32:00;APTY;156.653
2025-07-06 15:32:00;ATHN;50.1886
2025-07-06 15:32:00;BKSN;112.628
2025-07-06 15:32:00;CALG;262.841
2025-07-06 15:32:00;CALM;67.65
2025-07-06 15:32:00;DRBS;99.42
2025-07-06 15:32:00;FSMT;191.99
2025-07-06 15:32:00;ICRB;7.55117
2025-07-06 15:32:00;ICRO;39.9377
2025-07-06 15:32:00;INVK;176.43
2025-07-06 15:32:00;JUNG1;364.396
2025-07-06 15:32:00;JUNG;149.086
2025-07-06 15:32:00;KERG;200.756
2025-07-06 15:32:00;KIEL2;157.014
2025-07-06 15:32:00;LMKS;409.0
2025-07-06 15:32:00;MWSB;22.23
2025-07-06 15:32:00;MWSN;220.74
2025-07-06 15:32:00;MXCO;213.983
2025-07-06 15:32:00;NAIN;193.28
2025-07-06 15:32:00;OULU;95.7259
2025-07-06 15:32:00;PWNK;191.2
2025-07-06 15:32:00;SOPB;124.73
2025-07-06 15:32:00;SOPO;256.19
2025-07-06 15:32:00;TERA;105.538
2025-07-06 15:32:00;THUL;108.18
2025-07-06 15:32:00;TXBY;92.5333
2025-07-06 15:32:00;YKTK;193.333
2025-07-06 15:33:00;APTY;150.453
2025-07-06 15:33:00;ATHN;49.7397
2025-07-06 15:33:00;BKSN;111.375
2025-07-06 15:33:00;CALG;263.129
2025-07-06 15:33:00;CALM;73.2667
2025-07-06 15:33:00;DRBS;99.189
2025-07-06 15:33:00;FSMT;190.57
2025-07-06 15:33:00;ICRB;6.39117
2025-07-06 15:33:00;ICRO;39.1698
2025-07-06 15:33:00;INVK;171.81
2025-07-06 15:33:00;JUNG1;354.544
2025-07-06 15:33:00;JUNG;144.61
2025-07-06 15:33:00;KERG;197.221
2025-07-06 15:33:00;KIEL2;158.186
2025-07-06 15:33:00;LMKS;410.701
